dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
secretariageral.gov.br;010.366.249/0001-79;SECRETARIA-GERAL DA PRESIDENCIA DA REPÚBLICA;DF;Brasília;70150-900;2010-01-13 14:04:12;2016-05-02 14:56:26;6425828
segov.gov.br;010.366.249/0001-79;SECRETARIA-GERAL DA PRESIDENCIA DA REPÚBLICA;DF;Brasília;70150-900;2016-02-17 12:37:44;2016-02-17 12:37:44;15186838
sg.gov.br;010.366.249/0001-79;SECRETARIA-GERAL DA PRESIDENCIA DA REPÚBLICA;DF;Brasília;70150-900;2010-01-13 14:04:12;2016-05-02 14:55:38;6426184
sgov.gov.br;010.366.249/0001-79;SECRETARIA-GERAL DA PRESIDENCIA DA REPÚBLICA;DF;Brasília;70150-900;2016-02-17 12:37:44;2016-02-17 12:37:44;15186841
crtr17.gov.br;010.622.423/0001-05;Conselho Regional de Técnicos em Radiologia 17ª Rg;MA;São Luís;65015-460;2011-05-04 17:08:20;2020-05-05 20:44:24;8241651
cefetbg.gov.br;010.637.926/0001-46;INSTITUTO FEDERAL DE EDU., CIENCIA E TEC. DO RS;RS;Bento Gonçalves;95700-086;2002-12-11 11:10:41;2020-02-04 12:34:21;1038981
crtr18.gov.br;010.765.721/0001-46;CONSELHO REG DOS TECN EM RADIOLOGIA 18 REGIAO;RO;Porto Velho;76820-179;2012-03-29 14:12:27;2020-05-05 20:44:19;9658942
ceitec.gov.br;010.770.641/0001-89;Centro Nacional de Tecnologia Eletronica Avancada;RS;Porto Alegre;91550-000;2013-11-13 16:08:27;2020-05-04 18:28:45;12219808
sudene.gov.br;010.890.804/0001-67;SUPERINTENDENCIA DO DESENV. DO NORDESTE - SUDENE;PE;Recife;51111-021;1996-01-01 12:00:00;2019-11-13 12:52:30;0
ibram.gov.br;010.898.596/0001-42;Instituto Brasileiro de Museus - IBRAM;DF;Brasília;70040-020;2009-09-04 14:20:56;2015-01-18 13:01:47;5963433
museus.gov.br;010.898.596/0001-42;Instituto Brasileiro de Museus - IBRAM;DF;Brasília;70040-020;2006-10-19 14:12:11;2017-12-19 15:11:18;3133715
inma.gov.br;010.898.596/0010-33;MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO;ES;Santa Teresa;29650-000;2014-09-08 14:57:20;2020-05-05 20:44:20;13289016
institutodamataatlantica.gov.br;010.898.596/0010-33;MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO;ES;Santa Teresa;29650-000;2014-09-08 14:57:20;2020-05-05 20:44:18;13289046
museudebiologiamelloleitao.gov.br;010.898.596/0010-33;MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO;ES;Santa Teresa;29650-000;2011-09-06 13:38:09;2020-05-05 20:44:06;8742984
creci-pe.gov.br;011.005.444/0001-36;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 7 REGIA;PE;Recife;50090-310;2008-05-02 18:23:45;2020-05-05 20:44:17;4380454
crecipe.gov.br;011.005.444/0001-36;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 7 REGIA;PE;Recife;50090-310;2008-05-02 18:08:17;2020-05-05 20:44:21;4380107
emprel.gov.br;011.006.269/0001-00;EMPREL - EMPRESA MUNICIPAL DE INFORMATICA;PE;Recife;50761-350;1996-01-01 12:00:00;2020-05-05 20:44:10;0
creciac.gov.br;011.354.663/0001-20;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS-26 REGI;AC;Rio Branco;69907-000;2017-02-17 13:55:36;2018-04-11 13:04:56;16638303
tjpe.gov.br;011.431.327/0001-34;TRIBUNAL DE JUSTICA DO ESTADO DE PERNAMBUCO;PE;Recife;50010-040;1997-10-10 11:00:00;2017-04-01 11:45:03;62308
cnmp.gov.br;011.439.520/0001-11;CONSELHO NACIONAL DO MINISTERIO PUBLICO;DF;Brasília;70070-600;2005-07-14 12:39:20;2020-04-29 19:40:07;2236197
coreconrr.gov.br;011.654.317/0001-68;CONSELHO REGIONAL DE ECONOMIA DA 27 REGIÃO;RR;Boa Vista;69301-110;2017-08-01 19:30:21;2020-05-05 20:44:22;17251153
coren-pe.gov.br;011.674.777/0001-58;Conselho Regional de Enfermagem de Pernambuco;PE;Recife;50070-325;2012-02-09 10:37:41;2019-03-15 02:36:07;9411912
crtr19.gov.br;011.899.162/0001-20;CONSELHO REGIONAL DE T. EM RADIOLOGIA 19;AM;Manaus;69053-520;2011-06-15 19:17:25;2020-05-05 20:44:24;8307335
creci-al.gov.br;012.475.711/0001-00;Conselho Regional de Corretores de Imoveis - AL;AL;Maceió;57051-050;2001-05-03 12:03:35;2020-05-05 20:44:21;555205
coren-se.gov.br;013.161.344/0001-24;CONSELHO REGIONAL DE ENFERMAGEM DE SERGIPE;SE;Aracaju;49020-550;2018-01-29 18:51:29;2018-01-29 18:57:24;17970111
se.gov.br;013.164.959/0001-04;EMPRESA SERGIPANA DE TECNOLOGIA DA INFORMAÇÃO;SE;Aracaju;49027-010;1997-08-18 12:00:00;2019-10-24 21:07:28;52525
creci-se.gov.br;013.171.970/0001-00;CONSELHO REGIONAL CORRETORES DE IMOVEIS 16 REGIAO;SE;Aracaju;49015-250;2015-11-04 12:17:53;2020-05-05 20:44:12;14866141
crecise.gov.br;013.171.970/0001-00;CONSELHO REGIONAL CORRETORES DE IMOVEIS 16 REGIAO;SE;Aracaju;49015-250;2015-11-04 12:22:53;2020-05-05 20:44:13;14866147
ba.gov.br;013.579.586/0001-32;Cia. de Processamento de Dados do Estado da Bahia;BA;Salvador;41745-002;1995-12-27 12:00:00;2020-02-06 13:07:47;4932
prodeb.gov.br;013.579.586/0001-32;Cia. de Processamento de Dados do Estado da Bahia;BA;Salvador;41745-002;1996-01-01 12:00:00;2020-05-05 20:44:10;0
crbm5.gov.br;013.738.204/0001-76;Conselho Regional de Biomedicina 5ª Região;RS;Porto Alegre;90230-091;2013-03-25 12:18:05;2013-03-25 12:18:05;11259290
sudeco.gov.br;013.802.028/0001-94;SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OEST;DF;Brasília;70040-908;2011-07-29 12:22:58;2018-10-29 21:14:07;8570053
crq7.gov.br;014.117.931/0001-89;Conselho Regional de Quimica Vii Região;BA;Salvador;41826-900;2011-02-18 16:47:29;2020-05-05 20:44:16;7940861
cra-amrr.gov.br;014.189.856/0001-61;CONSELHO REGIONAL DE ADMINISTRAÇÃO DO AMAZONAS;AM;Manaus;69020-170;2001-07-19 20:07:59;2020-05-05 20:44:23;601733
arquitetura.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2015-07-28 10:55:31;2020-05-04 20:24:19;14444330
cauac.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:58;2020-05-04 20:25:17;10045896
caual.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:26:23;10045914
cauam.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2015-05-06 21:00:57;2020-05-04 20:27:17;14122546
cauap.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2015-05-06 21:00:57;2020-05-04 20:29:19;14122581
cauba.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2014-06-26 11:17:34;2020-05-04 20:30:07;13050742
caubr.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:19:47;10045983
cauce.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:31:07;10045990
caudf.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:31:34;10045995
caues.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:34:12;10045998
caugo.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:34:50;10046001
cauma.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:35:23;10046002
caumg.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:36:09;10046005
caums.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:37:36;10046007
caumt.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:38:12;10046011
caupa.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:38:50;10046017
caupb.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:40:59;2020-05-04 20:39:25;10046027
caupe.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:46:00;2020-05-04 20:40:33;10046034
caupi.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:46:00;2020-05-04 20:41:06;10046041
caupr.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:46:00;2020-05-04 20:41:34;10046051
caurj.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-08-01 11:59:02;2020-05-04 20:42:28;10218298
caurn.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-07-06 12:46:00;2020-05-04 20:43:29;10046062
cauro.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-08-01 18:51:27;2020-05-04 20:43:50;10257996
caurr.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-08-01 18:51:27;2020-05-04 20:44:28;10258052
caurs.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-08-01 18:51:27;2020-05-04 20:44:50;10258017
causc.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-08-01 18:51:27;2020-05-04 20:45:17;10258008
cause.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-08-01 18:51:27;2020-05-04 20:45:45;10258002
causp.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-08-01 18:51:27;2020-05-04 20:46:15;10258005
cauto.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;2012-08-01 18:51:27;2020-05-04 20:46:33;10257986
creci-mt.gov.br;014.921.282/0001-74;Conselho Reg. de Corretores de Imóveis - 19 Região;MT;Cuiabá;78049-080;2018-01-11 09:50:38;2018-01-11 09:50:38;17882804
crecimt.gov.br;014.921.282/0001-74;Conselho Reg. de Corretores de Imóveis - 19 Região;MT;Cuiabá;78049-080;2018-01-11 09:48:37;2018-01-11 09:48:37;17882797
ebserh.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;2013-04-23 10:50:27;2014-05-28 13:33:10;11267250
eusoumaismedico.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;2013-09-24 15:56:06;2014-05-28 13:37:06;11932922
eusoumaismedicos.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;2013-09-24 15:56:06;2014-05-28 13:37:29;11933032
maismedico.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;2013-09-24 15:56:06;2014-05-28 13:37:41;11932833
maismedicos.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;2013-09-24 15:56:06;2014-05-28 13:37:54;11932824
soumaismedico.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;2013-09-24 15:56:06;2014-05-28 13:38:06;11932831
soumaismedicos.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;2013-09-24 15:56:06;2014-05-28 13:38:18;11932840
creciba.gov.br;015.245.848/0001-58;CRECI 9º Regiao/Ba;BA;Salvador;40290-000;2014-03-11 16:24:02;2020-05-05 20:44:19;12666007
ms.gov.br;015.412.257/0001-28;Governo do Estado de Mato Grosso do Sul;MS;Campo Grande;79037-108;1996-01-01 12:00:00;2019-11-12 14:33:54;0
coren-ba.gov.br;015.679.277/0001-60;Conselho Regional de Enfermagem da Bahia;BA;Salvador;40070-140;2014-05-13 01:55:08;2018-06-08 19:44:40;12865901
epl.gov.br;015.763.423/0001-30;Empresa de Planejamento e Logística S.A - EPL;DF;Brasília;70308-200;2012-10-10 13:30:20;2019-05-25 23:34:27;10453651
logisticabrasil.gov.br;015.763.423/0001-30;Empresa de Planejamento e Logística S.A - EPL;DF;Brasília;70308-200;2013-05-08 14:03:54;2019-12-08 20:57:27;11353074
logisticsbrazil.gov.br;015.763.423/0001-30;Empresa de Planejamento e Logística S.A - EPL;DF;Brasília;70308-200;2013-05-08 14:03:54;2019-12-08 20:57:51;11353072
crefito7.gov.br;016.300.642/0001-46;Conselho Reg. de Fisiot. e Terap. Ocup. da 7º Reg;BA;Salvador;41820-021;2017-01-27 13:24:10;2020-05-05 20:44:16;16566139
crmvmg.gov.br;016.539.173/0001-12;Cons. Reg. de Medicina Veterinaria do Est. de MG;MG;Belo Horizonte;30411-131;2015-01-09 18:42:27;2020-05-05 20:44:09;13697332
mg.gov.br;016.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO ESTADO MG;MG;Belo Horizonte;30160-012;1995-07-27 12:00:00;2019-04-05 14:29:12;0
netminas.gov.br;016.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO ESTADO MG;MG;Belo Horizonte;30160-012;1998-01-16 12:23:41;2019-03-26 18:55:27;81512
prodemge.gov.br;016.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO ESTADO MG;MG;Belo Horizonte;30160-012;1996-01-01 12:00:00;2019-12-10 16:42:30;0
casemg.gov.br;017.186.370/0001-68;Cia. de Armazéns e Silos do Estado de Minas Gerais;MG;Belo Horizonte;30140-061;2013-07-17 20:04:57;2020-05-05 20:44:20;11729523
cromg.gov.br;017.231.564/0001-38;Conselho Regional de Odontologia de Minas Gerais;MG;Belo Horizonte;30160-017;2017-08-24 18:58:27;2020-05-05 20:44:12;17355802
ruralminas.gov.br;017.291.105/0001-40;Fundação Rural Mineira - Ruralminas;MG;Belo Horizonte;31150-000;1998-02-19 11:49:55;2020-05-05 20:44:10;86393
funpresp-exe.gov.br;017.312.597/0001-02;FUNDAÇÃO PREVIDÊNCIA COMPLEMENTAR SERVIDOR PUBLICO;DF;Brasília;70610-900;2013-09-05 18:03:50;2020-01-23 15:43:14;11875499
funpresp.gov.br;017.312.597/0001-02;FUNDAÇÃO PREVIDÊNCIA COMPLEMENTAR SERVIDOR PUBLICO;DF;Brasília;70610-900;2013-09-05 18:03:50;2020-01-23 15:45:33;11875493
igam.gov.br;017.387.481/0001-32;Instituto Mineiro de Gestão das Águas;MG;Belo Horizonte;30170-081;1998-03-19 19:52:46;2020-05-05 20:44:17;89689
ipsm.gov.br;017.444.779/0001-37;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES;MG;Belo Horizonte;30130-140;1996-04-15 12:00:00;2020-04-17 21:53:00;6707
fjp.gov.br;017.464.652/0001-80;FUNDACAO JOAO PINHEIRO;MG;Belo Horizonte;31275-150;1996-06-28 12:00:00;2016-06-03 18:49:04;10659
crecimg.gov.br;017.481.268/0001-95;Conselho Regional de Corretores de Imoveis;MG;Belo Horizonte;30120-060;2010-03-24 14:03:38;2020-05-05 20:44:15;6668616
alemg.gov.br;017.516.113/0001-47;ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS;MG;Belo Horizonte;30190-921;1998-12-11 14:10:54;2014-09-04 11:32:50;132644
almg.gov.br;017.516.113/0001-47;ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS;MG;Belo Horizonte;30190-921;1996-01-01 12:00:00;2017-08-21 17:04:10;0
abgf.gov.br;017.909.518/0001-45;AG. BR. GESTORA DE FUNDOS GARANTIDORES E GARANTIAS;DF;Brasília;70070-030;2013-12-26 09:38:27;2020-05-05 20:44:19;12374398
pbh.gov.br;018.239.038/0001-87;Emp. de Informatica e Informaçao do Mun. BH/SA;MG;Belo Horizonte;31230-000;1995-09-21 12:00:00;2020-05-27 17:29:39;4116
ppsa.gov.br;018.738.727/0001-36;Empresa Brasileira de Administração de Petroleo de;DF;Brasília;70070-938;2014-03-11 13:13:17;2014-03-11 13:13:17;12625848
presalpetroleo.gov.br;018.738.727/0001-36;Empresa Brasileira de Administração de Petroleo de;DF;Brasília;70070-938;2015-05-18 19:32:49;2015-05-18 19:32:49;14183195
amazul.gov.br;018.910.028/0001-21;Amazônia Azul Tecnologias de Defesa S.A. - Amazul;SP;São Paulo;01407-100;2014-07-16 14:06:03;2020-05-05 20:44:15;13103073
tjmg.gov.br;021.154.554/0001-13;TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS;MG;Belo Horizonte;30110-060;1997-12-04 11:00:00;2020-05-05 20:44:11;72924
coren-mg.gov.br;021.699.889/0001-17;CONSELHO REGIONAL DE ENFERMAGEM DE MINAS GERAIS;MG;Belo Horizonte;30160-011;2009-01-22 10:18:04;2020-05-27 12:24:57;5169547
corenmg.gov.br;021.699.889/0001-17;CONSELHO REGIONAL DE ENFERMAGEM DE MINAS GERAIS;MG;Belo Horizonte;30160-011;2009-03-16 17:03:10;2020-05-05 20:44:14;5285332
crefito4.gov.br;021.947.619/0001-88;Conselho Reg de Fisiot e Ter. Ocupacional;MG;Belo Horizonte;30160-906;2017-08-15 18:38:31;2018-02-21 20:41:14;17318895
crbio08.gov.br;022.165.071/0001-87;CONSELHO REGIONAL DE BIOLOGIA 8 REGIAO;BA;Salvador;40015-040;2016-01-28 15:44:11;2020-05-05 20:44:08;15135681
crbio8.gov.br;022.165.071/0001-87;CONSELHO REGIONAL DE BIOLOGIA 8 REGIAO;BA;Salvador;40015-040;2015-04-13 18:32:10;2020-05-05 20:44:14;14022776
eletrofurnas.gov.br;023.274.194/0001-19;Furnas Centrais Elétricas S.A.;RJ;Rio de Janeiro;22281-900;2000-06-30 19:29:40;2020-04-29 19:17:20;366449
furnas.gov.br;023.274.194/0001-19;Furnas Centrais Elétricas S.A.;RJ;Rio de Janeiro;22281-900;1995-07-05 12:00:00;2020-04-29 19:18:42;0
crefito16.gov.br;023.283.472/0001-02;Conselho Regional de Fisioterapia e Terapia Ocupac;MA;São Luís;65075-660;2015-11-06 10:27:44;2020-05-05 20:44:24;14890232
trt-ma.gov.br;023.608.631/0001-93;TRIBUNAL REGIONAL DO TRABALHO DA 16A. REGIAO;MA;São Luís;65030-015;2007-06-05 11:32:00;2020-05-05 20:44:19;3639585
trt16.gov.br;023.608.631/0001-93;TRIBUNAL REGIONAL DO TRABALHO DA 16A. REGIAO;MA;São Luís;65030-015;1999-10-14 20:16:23;2020-05-05 20:44:23;209542
mtps.gov.br;023.612.685/0001-22;Ministério do Trabalho e Previdência Social;DF;Brasília;70056-900;2016-02-25 23:45:28;2020-05-05 20:44:20;15231628
trf5.gov.br;024.130.072/0001-11;Tribunal Regional Federal;PE;Recife;50030-230;1998-01-16 12:24:16;2019-02-06 18:03:42;81744
crtrceara.gov.br;024.163.149/0001-50;Conselho Regional de Tecnicos em Radiologia 2ª REG;CE;Fortaleza;60025-060;2018-07-20 14:38:00;2020-05-05 20:44:22;18543848
crbm2.gov.br;024.417.008/0001-16;Conselho Regional de Biomedicina em PE (2ª Regiao);PE;Recife;50050-070;2014-08-13 17:53:25;2020-05-05 20:44:09;13170994
corenms.gov.br;024.630.212/0001-10;CONSELHO REGIONAL DE ENFERMAGEM DE MS;MS;Campo Grande;79002-904;2011-04-25 14:23:05;2018-03-21 20:06:37;8168920
ceasa.gov.br;026.461.699/0001-80;COMPANHIA NACIONAL DE ABASTECIMENTO;DF;Brasília;70390-010;2006-02-01 13:41:34;2020-05-05 20:44:16;2591389
conab.gov.br;026.461.699/0001-80;COMPANHIA NACIONAL DE ABASTECIMENTO;DF;Brasília;70390-010;1997-01-06 11:00:00;2020-05-05 20:44:14;27275
iphan.gov.br;026.474.056/0001-71;Instituto do Patrimônio Histórico e Artístico Nac.;DF;Brasília;70390-135;1997-02-26 12:00:00;2019-10-10 17:30:58;31478
capoeira.gov.br;026.474.056/0008-48;INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACI;BA;Salvador;40024-080;2016-03-01 11:06:47;2016-03-01 11:06:47;15274658
mls.gov.br;026.474.056/0017-39;IPHAN/Museu Lasar Segall;SP;São Paulo;04119-001;2000-06-08 13:12:51;2010-08-17 20:59:55;345374
museuimperial.gov.br;026.474.056/0018-10;Museu Imperial;RJ;Petrópolis;25610-320;2000-09-20 12:31:34;2020-05-05 20:44:10;425462
mnba.gov.br;026.474.056/0019-09;Museu Nacional de Belas Artes;RJ;Rio de Janeiro;20040-008;2000-12-04 18:35:24;2020-05-05 20:44:25;471179
museudainconfidencia.gov.br;026.474.056/0022-04;IPHAN - MUSEU DA INCONFIDÊNCIA;MG;Ouro Preto;35400-000;2009-08-28 19:40:50;2020-05-05 20:44:16;5883869
cnfcp.gov.br;026.474.056/0031-97;Centro Nacional de Folclore e Cultura Popular;RJ;Rio de Janeiro;22220-000;2008-07-21 19:58:06;2020-04-22 16:37:53;4643851
crbm3.gov.br;026.619.841/0001-75;Conselho Regional de Biomedicina;GO;Goiânia;74085-150;2015-05-15 13:52:54;2020-05-05 20:44:24;14147040
acessoainformacao.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2012-02-28 10:43:00;2020-05-05 20:44:09;9416110
acessoinformacao.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2012-03-09 13:11:06;2020-05-05 20:44:18;9582965
cademinhamerenda.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2018-05-21 18:19:02;2020-05-05 20:44:23;18342679
cgu.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2002-05-24 12:30:14;2020-05-05 20:44:15;857794
contracorrupcao.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2015-12-03 16:42:13;2020-05-05 20:44:18;14981148
controladoria.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2006-12-27 13:03:33;2020-05-05 20:44:17;3279595
controle.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2007-10-11 21:32:09;2020-05-05 20:44:23;3963349
corregedorias.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2018-08-23 18:20:55;2020-05-05 20:44:14;18724607
e-sic.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2014-04-08 18:09:51;2020-05-05 20:44:21;12756158
esic.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2014-04-08 18:14:52;2020-05-05 20:44:14;12756167
info.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2014-04-08 18:09:51;2020-05-05 20:44:10;12756172
informacao.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2014-04-08 19:15:07;2020-05-05 20:44:12;12773610
juntoscontracorrupcao.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2015-12-03 16:42:13;2020-05-05 20:44:18;14981141
lai.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2014-04-08 19:15:07;2020-05-05 20:44:16;12773600
ouvidoria.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2016-06-02 18:54:04;2020-05-05 20:44:13;15610129
ouvidorias.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2011-09-02 14:31:04;2020-05-05 20:44:22;8780804
portaldatransparencia.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2004-11-24 17:43:10;2020-05-05 20:44:09;1884669
portaltransparencia.gov.br;026.664.015/0001-48;Ministério da Transparência e Controloadoria-Geral;DF;Brasília;70070-010;2004-11-24 17:43:10;2020-05-05 20:44:23;1884690
